breed_group,primary_breed,age,modified_age,gender,multi_dog,bad_data
MIX,MIXED BREED,6,6,S,F,F
COCKER SPAN,Cocker Spaniel,6,6,N,F,F
YORKSHIRE TERR,Yorkshire Terrier,U,U,U,F,F
MIX,LABRADOR MIX,11,11,N,F,F
,,U,U,U,F,T
JACK RUSS TERR,Jack Russ,U,U,U,F,F
CAVALIER SPAN,Cavalier King Charles Spaniel,3M,0.25,N,F,F
,,U,U,U,F,T
PIT MIX,Pit Bull,10,10,S,F,F
JACK RUSS TERR,Jack Russ,9,9,N,F,F
,,U,U,U,F,T
,,U,U,U,F,T
MIX,GOLDEN DOODLE MIX,1,1,S,F,F
,,U,U,U,F,T
COCKER SPAN,Cocker Spaniel,U,U,U,F,F
,,U,U,U,F,T
MIX,Mixed/Other,11,11,M,F,F
UNKNOWN,SHEPARD,U,U,U,F,F
MIX,Mixed/Other,U,U,U,F,F
,,U,U,U,F,T
UNKNOWN,SHEPARD,U,U,U,F,F
PIT MIX,Pit Bull,U,U,U,F,F
,,U,U,U,F,T
TERRIER,TERRIER,U,U,U,F,F
,,U,U,U,F,T
BULLDOG,Bull dog,8,8,N,F,F
GERM SHEPHERD,German Shepherd,8,8,N,F,F
PIT MIX,Pit Bull,U,U,U,F,F
,,U,U,U,F,T
,,U,U,U,F,T
,,U,U,U,F,T
MALTESE,Maltese,1,1,M,F,F
UNKNOWN,UNKNOWN,U,U,U,F,T
,,1,1,F,F,T
CHIHUAHUA,Chihuahua,10M,0.83,N,F,F
MIX,ROTTWEILER MIX,5,5,M,F,F
,,U,U,U,F,T
MIX,TERRIER MIX,3,3,N,F,F
,,U,U,U,F,T
UNKNOWN,UNKNOWN,12,12,F,F,F
MIN PINSCHER,Miniature Pinscher,10,10,N,F,F
,,U,U,U,F,T
TERRIER,TERRIER,U,U,U,F,F
MIX,LABRADOR MIX,12,12,S,F,F
GERM SHEPHERD,German Shepherd,1,1,U,F,F
ENG BULLDOG,"Bull Dog, English",6M,0.5,N,F,F
MIX,Mixed/Other,3,3,F,F,F
MIX,POODLE MIX,8,8,N,F,F
PIT MIX,Pit Bull,U,U,U,F,F
PIT MIX,Pit Bull,U,U,U,F,F
AKITA,Akita,U,U,U,F,F
MIX,Mixed/Other,U,U,U,F,F
MIX,MINI GOLDEN DOODLE,7,7,N,F,F
CHIHUAHUA,Chihuahua,1,1,M,F,F
MIX,MIXED TERRIER,5,5,N,F,F
YORKSHIRE TERR,Yorkshire Terrier,U,U,U,F,F
CHIHUAHUA,Chihuahua,U,U,U,F,F
MIX,Mixed/Other,13,13,N,F,F
PIT MIX,Pit Bull,U,U,U,F,F
POODLE MIN,"Poodle, Miniature",U,U,U,F,F
MIX,Mixed/Other,U,U,U,F,F
BEAGLE,Beagle,3,3,N,F,F
SHIH TZU,Shih Tzu,U,U,U,F,F
PIT MIX,Pit Bull,U,U,U,F,F
MIX,Mixed/Other,4,4,N,F,F
GREAT DANE,Great Dane,U,U,U,F,F
PORT WATER DOG,Portuguese Water Dog,5,5,N,F,F
CHIHUAHUA,Chihuahua,7,7,M,F,F
PIT MIX,PIT BULL / GERMAN SHEPHERD MIX,4M,0.33,F,F,F
MIX,COLLIE MIX,7,7,F,F,F
PIT MIX,Pit Bull,U,U,U,F,F
BEAGLE,Beagle,2,2,M,F,F
MIX,BULLDOG MASTIFF MIX,5,5,N,F,F
MIX,Mixed/Other,5,5,M,F,F
MIX,COCKAPOO MIX,5,5,S,F,F
MIX,SAINT BERNARD MIX,6,6,S,F,F
,,U,U,U,F,T
PIT MIX,Pit Bull,U,U,U,F,F
MIX,Mixed/Other,U,U,U,F,F
,,U,U,U,F,T
MIX,Mixed/Other,U,U,U,F,F
PIT MIX,Pit Bull,U,U,U,F,F
MIX,POODLE MIX,6,6,N,F,F
PIT MIX,Pit Bull,U,U,U,F,F
FOX TERR WIRE,Wire Fox Terrier,4,4,N,F,F
SIBERIAN HUSKY,Siberian Husky,12,12,M,F,F
TERRIER,TERRIER,U,U,U,F,F
PIT MIX,Pit Bull,3,3,N,F,F
,,U,U,U,F,T
,,U,U,U,F,T
MIX,Mixed/Other,4,4,M,F,F
,,U,U,U,F,T
,,U,U,U,F,T
RHOD RIDGEBACK,Rhodesian Ridgeback,2,2,N,F,F
,,U,U,U,F,T
,,U,U,U,F,T
MIX,PUGGLE MIX,3,3,N,F,F
AUST SHEPHERD,MINI AUSTRALIAN SHEPHERD,2,2,S,F,F
UNKNOWN,UNKNOWN,U,U,U,F,T
SHIH TZU,Shih Tzu,7,7,N,F,F
CANE CORSO,Cane Corso,3,3,M,F,F
BEAGLE,Beagle,U,U,U,F,F
,,U,U,U,F,T
DACHSHUND,Dachshund Smooth Coat,3,3,F,F,F
MIX,Mixed/Other,4,4,M,F,F
MIX,HAVANESE MIX,U,U,S,F,F
UNKNOWN,SHEPARD,U,U,M,F,F
MIX,TERRIER MIX,10,10,N,F,F
,,U,U,U,F,T
,,U,U,U,F,T
BEAGLE,Beagle,7,7,N,F,F
,,U,U,U,F,T
HAVANESE,Havanese,8,8,N,F,F
MIX,POODLE MIX,6,6,S,F,F
PIT MIX,Pit Bull,4,4,S,F,F
UNKNOWN,UNKNOWN,U,U,U,F,T
PIT MIX,Pit Bull,3M,0.25,N,F,F
UNKNOWN,SHEHERD,U,U,U,F,F
PIT MIX,Pit Bull,U,U,U,F,F
UNKNOWN,SHEEPDOG,U,U,U,F,F
,,U,U,U,F,T
,,U,U,U,F,T
MIX,Mixed/Other,8,8,S,F,F
GREAT DANE,Great Dane,2,2,N,F,F
SHIH TZU,Shih Tzu,1,1,S,F,F
UNKNOWN,SHEEPDOG,4,4,U,F,F
OLDENG SHEEPDOG,Old English Sheepdog,U,U,U,F,F
MIX,LARGE MIXED BREED,U,U,U,F,F
POMERANIAN,Pomeranian,1,1,M,F,F
,,U,U,U,F,T
,,U,U,U,F,T
BULLDOG,Bull dog,U,U,U,F,F
YORKSHIRE TERR,Yorkshire Terrier,U,U,U,F,F
CHIHUAHUA,Chihuahua,U,U,U,F,F
PIT MIX,Pit Bull,U,U,U,F,F
,,U,U,U,F,T
,,U,U,U,F,T
,,U,U,U,F,T
SHIBA INU,Shiba Inu,11,11,M,F,F
MIX,BEAGLE MIX,8,8,N,F,F
MIX,Mixed/Other,U,U,M,F,F
MIX,Mixed/Other,2,2,M,F,F
,,U,U,U,F,T
GREAT DANE,Great Dane,U,U,U,F,F
,,U,U,U,F,T
DACHSHUND,Dachshund Smooth Coat Miniature,13,13,S,F,F
PIT MIX,Pit Bull,U,U,U,F,F
MIX,TERRIER MIX,5,5,F,F,F
PIT MIX,Pit Bull,U,U,U,F,F
,,U,U,U,F,T
PIT MIX,Pit Bull,2,2,M,F,F
CAVALIER SPAN,Cavalier King Charles Spaniel,7,7,N,F,F
AKITA,Akita,1,1,N,F,F
BEAGLE,Beagle,1,1,N,F,F
CHIHUAHUA,Chihuahua,6,6,N,F,F
CHIHUAHUA,Chihuahua,U,U,U,F,F
ROTTWEILER,Rottweiler,U,U,U,F,F
BICHON FRISE,BICHON FRISE,10,10,M,F,F
,,U,U,U,F,T
MIX,MIXED BREED,2,2,N,F,F
PIT MIX,Pit Bull,U,U,U,F,F
PIT MIX,Pit Bull,U,U,U,F,F
MIX,MEDIUM SIZE MIX,8,8,N,F,F
CHOW CHOW,Chow Chow,8,8,N,F,F
MIX,Mixed/Other,8,8,M,F,F
GERM SHEPHERD,German Shepherd,6,6,S,F,F
,,U,U,U,F,T
UNKNOWN,SHEEPDOG,2,2,F,F,F
PIT MIX,Pit Bull,U,U,U,F,F
TIBETAN TERR,Tibetan Terrier,5,5,N,F,F
MIX,Mixed/Other,13,13,S,F,F
,,U,U,U,F,T
UNKNOWN,SHEEP DOG,U,U,U,F,F
MIX,Mixed/Other,1,1,M,F,F
SHIH TZU,Shih Tzu,6,6,N,F,F
PIT MIX,Pit Bull,U,U,U,F,F
UNKNOWN,SHEEP DOG,U,U,U,F,F
ST BERNARD RGH,Saint Bernard,2,2,N,F,F
MIX,POODLE/ SHIH- TZU,15,15,N,F,F
CAIRN TERRIER,Cairn Terrier,14,14,S,F,F
POODLE STND,"Poodle, Standard",11,11,N,F,F
CHIHUAHUA,Chihuahua,8,8,S,F,F
,,U,U,U,F,T
,,U,U,U,F,T
,,U,U,U,F,T
MIX,Mixed/Other,4,4,M,F,F
MIX,Mixed/Other,1,1,M,F,F
MIX,Mixed/Other,8,8,M,F,F
MIX,Mixed/Other,3,3,M,F,F
,,U,U,U,F,T
MIX,BOXER MIX,1,1,N,F,F
,,9,9,S,F,T
JACK RUSS TERR,Jack Russ,U,U,U,F,F
PIT MIX,Pit Bull,U,U,U,F,F
,,U,U,U,F,T
,,U,U,U,F,T
,,U,U,U,F,T
UNKNOWN,SHEEP DOG,2,2,F,F,F
,,U,U,U,F,T
SHIBA INU,Shiba Inu,4,4,N,F,F
PIT MIX,PIT/ PUG MIX,3,3,M,F,F
MIX,Mixed/Other,5,5,M,F,F
,,U,U,U,F,T
ROTTWEILER,Rottweiler,U,U,U,F,F
,,U,U,U,F,T
AMER ESKIMO,American Eskimo,11,11,N,F,F
SIBERIAN HUSKY,Siberian Husky,U,U,U,F,F
,,U,U,U,F,T
,,U,U,U,F,T
MIX,Mixed/Other,2,2,F,F,F
MIX,Mixed/Other,U,U,M,F,F
MIX,Mixed/Other,5,5,M,F,F
UNKNOWN,SHEEP DOG,U,U,U,F,F
YORKSHIRE TERR,Yorkshire Terrier,5,5,N,F,F
PIT MIX,American Pit Bull Mix / Pit Bull Mix,U,U,U,F,F
CHIHUAHUA,Chihuahua,U,U,U,F,F
PIT MIX,Pit Bull,U,U,U,F,F
,,U,U,U,F,T
MIX,MIXED BREED,4,4,S,F,F
UNKNOWN,UNKNOWN,U,U,U,F,T
GREAT DANE,Great Dane,1,1,S,F,F
MIX,BEAGLE TERRIER MIX,8,8,N,F,F
SC WHEAT TERR,Wheaton Terrier,1,1,N,F,F
BULLMASTIFF,"Mastiff, Bull",U,U,U,F,F
,,U,U,U,F,T
PIT MIX,Pit Bull,U,U,U,F,F
COCKER SPAN,Cocker Spaniel,U,U,U,F,F
ENG BULLDOG,"Bull Dog, English",U,U,U,F,F
YORKSHIRE TERR,Yorkshire Terrier,U,U,F,F,F
SHIH TZU,Shih Tzu,7,7,S,F,F
SHARPEI,"Shar-Pei, Chinese",4,4,N,F,F
SCHNAUZER MIN,"Schnauzer, Miniature",U,U,U,F,F
CHIHUAHUA,Chihuahua,U,U,U,F,F
CHIHUAHUA,Chihuahua,6,6,F,F,F
PORT WATER DOG,Portuguese Water Dog,7,7,N,F,F
PIT MIX,Pit Bull,U,U,U,F,F
JACK RUSS TERR,Jack Russ,2,2,M,F,F
MIX,Mixed/Other,8,8,M,F,F
MIX,Mixed/Other,3,3,N,F,F
MALTESE,Maltese,U,U,U,F,F
MIX,LONG HAIRED DACHSHUND X,8,8,N,F,F
PIT MIX,Pit Bull,U,U,U,F,F
SHIH TZU,Shih Tzu,U,U,U,F,F
MIX,YORKIE / MALTESE MIX,U,U,U,F,F
,,U,U,U,F,T
MIX,LABRADOODLE MIX,5M,0.42,F,F,F
MIX,Mixed/Other,2,2,M,F,F
MIX,Mixed/Other,2,2,M,F,F
,,2,2,M,F,T
MIX,Mixed/Other,1,1,M,F,F
SHARPEI,"Shar-Pei, Chinese",8M,0.67,F,F,F
,,U,U,U,F,T
,,U,U,U,F,T
,,U,U,U,F,T
,,U,U,U,F,T
CHIHUAHUA,Chihuahua,U,U,U,F,F
UNKNOWN,UNKNOWN,U,U,U,F,T
,,U,U,U,F,T
,,U,U,U,F,T
,,U,U,U,F,T
,,U,U,U,F,T
MIX,Mixed/Other,3,3,M,F,F
MIX,Mixed/Other,9,9,F,F,F
,,U,U,U,F,T
,,U,U,U,F,T
MIX,SCHNAUZER MIX,9,9,N,F,F
,,U,U,U,F,T
MIX,MALTESE MIX,10,10,N,F,F
,,U,U,U,F,T
MIX,MIXED,1,1,N,F,F
UNKNOWN,UNKNOWN,U,U,U,F,T
PIT MIX,Pit Bull,3,3,M,F,F
PIT MIX,Pit Bull,U,U,U,F,F
PIT MIX,Pit Bull,U,U,U,F,F
BELG MALINOIS,Belgian Malinois,6,6,M,F,F
PIT MIX,American Pit Bull Mix / Pit Bull Mix,4,4,M,F,F
MIX,Mixed/Other,4,4,M,F,F
JACK RUSS TERR,Jack Russ,U,U,U,F,F
MIX,SAINT BERNARD/ AKITA MIX,U,U,U,F,F
UNKNOWN,UNKNOWN,U,U,U,F,T
UNKNOWN,UNSURE,4,4,N,F,F
MIX,Mixed/Other,12,12,S,F,F
SIBERIAN HUSKY,Siberian Husky,U,U,U,F,F
MIX,SHIH TZU MIX,6,6,N,F,F
ENG BULLDOG,"Bull Dog, English",7,7,S,F,F
UNKNOWN,UNKNOWN,U,U,U,F,T
GERM SHEPHERD,German Shepherd,U,U,U,F,F
PIT MIX,Pit Bull,9,9,S,F,F
DACHSHUND,Dachshund Smooth Coat,U,U,U,F,F
MIX,MIXED,U,U,M,F,F
,,U,U,U,F,T
PIT MIX,Pit Bull,U,U,U,F,F
,,U,U,U,F,T
PIT MIX,Pit Bull,2,2,U,F,F
MIX,Mixed/Other,U,U,U,F,F
PIT MIX,Pit Bull,U,U,U,F,F
CHIHUAHUA,Chihuahua,2,2,M,F,F
UNKNOWN,UNKNOWN,U,U,U,F,T
LABRADOR RETR,Labrador Retriever,U,U,U,F,F
GOLDEN RETR,Golden Retriever,6,6,M,F,F
,,U,U,U,F,T
PIT MIX,LAB / PIT BULL MIX,8,8,S,F,F
BEAGLE,Beagle,U,U,U,F,F
MIX,MIXED BREED,3,3,M,F,F
SHIH TZU,Shih Tzu,5,5,M,F,F
YORKSHIRE TERR,Yorkshire Terrier,U,U,U,F,F
GOLDEN RETR,Golden Retriever,4,4,N,F,F
PIT MIX,LAB / BOXER / PIT BULL MIX,3,3,S,F,F
MIX,SMALL MIXED BREED,9M,0.75,M,F,F
MIX,Mixed/Other,U,U,M,F,F
MIX,Mixed/Other,U,U,U,F,F
,,8W,0.15,U,F,T
UNKNOWN,UNKNOWN,U,U,U,F,T
TERRIER,TERRIER,U,U,U,F,F
UNKNOWN,UNKNOWN,8,8,N,F,F
PIT MIX,Pit Bull,U,U,U,F,F
PIT MIX,Pit Bull,U,U,U,F,F
SHIH TZU,Shih Tzu,16MONS,1.33,M,F,F
CHIHUAHUA,Chihuahua,U,U,U,F,F
MIX,Mixed/Other,U,U,U,F,F
UNKNOWN,UNKNOWN,U,U,U,F,T
MIX,Mixed/Other,4,4,F,F,F
JACK RUSS TERR,Jack Russ,U,U,U,F,F
UNKNOWN,UNKNOWN,U,U,U,F,T
BULLDOG,Bull dog,U,U,U,F,F
UNKNOWN,UNKNOWN,U,U,U,F,T
JACK RUSS TERR,Jack Russ,3,3,F,F,F
MIX,YORKIE/SHIHTZU,5,5,N,F,F
SHARPEI,"Shar-Pei, Chinese",U,U,U,F,F
AKITA,Akita,U,U,U,F,F
TERRIER,TERRIER,U,U,U,F,F
PIT MIX,Pit Bull,1,1,F,F,F
JACK RUSS TERR,Jack Russ,U,U,U,F,F
PIT MIX,SHEPHERD / PIT BULL MIX,4,4,N,F,F
MIX,SMALL MIXED BREED,3,3,M,F,F
DACHSHUND,Dachshund Smooth Coat,U,U,U,F,F
PIT MIX,Pit Bull,U,U,U,F,F
,,U,U,U,F,T
MIX,SMALL MIXED BREED,U,U,U,F,F
UNKNOWN,UNCERTAIN,U,U,U,F,T
AUST CATTLE DOG,AUSTRALIAN CATTLE DOG,U,U,U,F,F
PAPILLON,Papillon,8,8,N,F,F
FRENCH BULLDOG,"Bull Dog, French",3,3,N,F,F
UNKNOWN,UNKNOWN,U,U,U,F,T
PIT MIX,Pit Bull,U,U,U,F,F
FRENCH BULLDOG,"Bull Dog, French",4,4,S,F,F
SHIBA INU,Shiba Inu,2,2,N,F,F
,,U,U,U,F,T
MIX,Mixed/Other,2,2,F,F,F
MIX,MIXED BREED,11,11,M,F,F
MIX,Labrador Retriever Crossbreed,4,4,N,F,F
MIX,LARGE MIXED BREED,2,2,M,F,F
UNKNOWN,UNKNOWN,U,U,U,F,T
MIX,MIXED BREED,3,3,M,F,F
UNKNOWN,UNKNOWN,U,U,U,F,T
GERM SHEPHERD,German Shepherd,1,1,N,F,F
MIX,Mixed/Other,3,3,M,F,F
YORKSHIRE TERR,Yorkshire Terrier,2,2,N,F,F
UNKNOWN,UNKNOWN,U,U,U,F,T
PIT MIX,Pit Bull,U,U,U,F,F
BELG MALINOIS,Belgian Malinois,6,6,N,F,F
POMERANIAN,Pomeranian,5,5,S,F,F
PIT MIX,Pit Bull,U,U,U,F,F
PIT MIX,Pit Bull,U,U,U,F,F
UNKNOWN,UNKNOWN,U,U,U,F,T
PIT MIX,Pit Bull,U,U,U,F,F
MIX,Mixed/Other,U,U,U,F,F
UNKNOWN,UNKNOWN,U,U,U,F,T
PIT MIX,PIT BULL / MIXED BREED,2,2,S,F,F
LABRADOR RETR,Labrador Retriever,U,U,U,F,F
MIX,MIXED BREED,U,U,M,F,F
UNKNOWN,UNKNOWN,U,U,U,F,T
MIX,MIXED BREED,8,8,S,F,F
PIT MIX,Pit Bull,U,U,U,F,F
PIT MIX,Pit Bull,3,3,S,F,F
CHIHUAHUA,Chihuahua,U,U,U,F,F
MIX,CHIHUAHUA / DACHSHUND MIX,7,7,N,F,F
MIX,BASENJI MIX,1,1,S,F,F
MIX,Mixed/Other,5,5,M,F,F
MIX,Mixed/Other,2,2,M,F,F
UNKNOWN,UNKNOWN,U,U,U,F,T
MIX,Mixed/Other,1,1,M,F,F
UNKNOWN,UNKNOWN,U,U,U,F,T
PIT MIX,Pit Bull,U,U,U,F,F
MIX,Mixed/Other,3,3,M,F,F
MIX,German Shepherd Crossbreed,15,15,S,F,F
UNKNOWN,UNKNOWN,U,U,U,F,T
LHASA APSO,Lhasa Apso,12,12,S,F,F
LHASA APSO,Lhasa Apso,12,12,S,F,F
MIX,Mixed/Other,U,U,U,F,F
DUTCH SHEPHERD,DUTCH SHEPARD,U,U,U,F,F
UNKNOWN,UNKNOWN,U,U,U,F,T
MIX,MALTESE MIX,11,11,S,F,F
ROTTWEILER,Rottweiler,2,2,N,F,F
MIX,MIXED BREED,U,U,U,F,F
MIX,Mixed/Other,5,5,M,F,F
BOSTON TERRIER,Boston Terrier,4,4,F,F,F
SHARPEI,"Shar-Pei, Chinese",U,U,U,F,F
PIT MIX,American Pit Bull Mix / Pit Bull Mix,U,U,U,F,F
BEAGLE,Beagle,11,11,N,F,F
SHIBA INU,Shiba Inu,2,2,M,F,F
MIX,AUSTRALIAN SHEPHERD MIX,U,U,U,F,F
MIX,MIXED BREED,7M,0.58,M,F,F
UNKNOWN,UNKNOWN,3,3,U,F,F
AMER ESKIMO,American Eskimo,12YRS,12,S,F,F
YORKSHIRE TERR,Yorkshire Terrier,9,9,M,F,F
PIT MIX,Pit Bull,U,U,U,F,F
AUST SHEPHERD,Australian Shepherd,2,2,S,F,F
UNKNOWN,UNKNOWN,U,U,U,F,T
UNKNOWN,UNKNOWN,U,U,U,F,T
TERRIER,TERRIER,U,U,U,F,F
PIT MIX,Pit Bull,U,U,U,F,F
BOSTON TERRIER,Boston Terrier,6,6,N,F,F
JACK RUSS TERR,Jack Russ,9,9,S,F,F
POODLE TOY,"Poodle, Toy",U,U,U,F,F
UNKNOWN,UNKNOWN,U,U,U,F,T
PIT MIX,American Pit Bull Mix / Pit Bull Mix,U,U,U,F,F
PIT MIX,American Pit Bull Terrier/Pit Bull,U,U,U,F,F
GERM SHEPHERD,German Shepherd,U,U,U,F,F
ROTTWEILER,Rottweiler,U,U,U,F,F
CAIRN TERRIER,Cairn Terrier,7,7,N,F,F
UNKNOWN,UNKNOWN,U,U,U,F,T
SCOT TERRIER,Scottish Terrier,6,6,N,F,F
UNKNOWN,UNKNOWN,U,U,U,F,T
UNKNOWN,UNKNOWN,U,U,F,F,T
AKITA,Akita,U,U,U,F,F
PIT MIX,American Pit Bull Mix / Pit Bull Mix,U,U,U,F,F
PIT MIX,Pit Bull,2,2,M,F,F
AKITA,Akita,6,6,N,F,F
GOLDEN RETR,Golden Retriever,10,10,M,F,F
PIT MIX,Pit Bull,U,U,U,F,F
MIX,Mixed/Other,8,8,M,F,F
MIX,HUSKY/CHOW CHOW,10,10,N,F,F
PIT MIX,Pit Bull,3,3,F,F,F
MIX,Mixed/Other,7,7,M,F,F
MIX,GREAT PYRENEES X,1,1,S,F,F
PIT MIX,American Pit Bull Mix / Pit Bull Mix,4,4,F,F,F
PIT MIX,American Pit Bull Mix / Pit Bull Mix,4,4,F,F,F
SHARPEI,"Shar-Pei, Chinese",13,13,F,F,F
UNKNOWN,UNKNOWN,U,U,U,F,T
PIT MIX,Pit Bull,6,6,S,F,F
PIT MIX,Pit Bull,3,3,N,F,F
UNKNOWN,UNKNOWN,U,U,U,F,T
BOXER,Boxer,U,U,U,F,F
MIX,POMERANIAN MIX,10,10,N,F,F
MIX,Mixed/Other,U,U,U,F,F
YORKSHIRE TERR,Yorkshire Terrier,1,1,S,F,F
MIX,SCHNAUZER MIX,5,5,N,F,F
BEAGLE,Beagle,5M,0.42,N,F,F
MIX,Mixed/Other,6,6,N,F,F
MIX,YORKIE / SHIH TZU MIX,1,1,M,F,F
MIX,MIXED BREED,9,9,U,F,F
LABRADOR RETR,Labrador Retriever,U,U,U,F,F
MIX,GERMAN SHEPHERD / SIBERIAN HUSKY MIX,7,7,N,F,F
CHIHUAHUA,Chihuahua,10,10,N,F,F
MIX,Labradoodle,6,6,N,F,F
SHIH TZU,Shih Tzu,U,U,U,F,F
GERM SHEPHERD,German Shepherd,10,10,F,F,F
PIT MIX,American Pit Bull Mix / Pit Bull Mix,3,3,S,F,F
MIX,Mixed/Other,2,2,M,F,F
UNKNOWN,UNKNOWN,U,U,U,F,T
PIT MIX,American Pit Bull Terrier/Pit Bull,U,U,M,F,F
PIT MIX,Pit Bull,U,U,U,F,F
PIT MIX,Pit Bull,3,3,M,F,F
MIX,Labrador Retriever Crossbreed,3,3,S,F,F
MIX,MIXED BREED,U,U,U,F,F
MIX,Mixed/Other,4,4,U,F,F
MIX,Mixed/Other,1,1,M,F,F
SHIH TZU,Shih Tzu,3,3,M,F,F
MIX,SHIBA INU / AMERICAN ESKIMO,3,3,M,F,F
UNKNOWN,UNKNOWN,U,U,U,F,T
SHARPEI,"Shar-Pei, Chinese",U,U,U,F,F
MIX,MIXED BREED,6,6,M,F,F
SHARPEI,"Shar-Pei, Chinese",4,4,M,F,F
PIT MIX,Pit Bull,U,U,U,F,F
UNKNOWN,UNKNOWN,U,U,U,F,T
GOLDEN RETR,Golden Retriever,1,1,M,F,F
UNKNOWN,UNKNOWN,U,U,U,F,T
UNKNOWN,UNKNOWN,U,U,U,F,T
BULLDOG,Bull dog,3,3,S,F,F
POODLE TOY,"Poodle, Toy",5M,0.42,F,F,F
UNKNOWN,UNKNOWN,U,U,U,F,T
MIX,JACK RUSSELL MIX,11,11,N,F,F
MIX,Chihuahua Crossbreed,U,U,M,F,F
MIX,MIXED BREED,5,5,M,F,F
BEAGLE,Beagle,3,3,N,F,F
MIX,Cocker Spaniel Crossbreed,8,8,N,F,F
PIT MIX,American Pit Bull Terrier/Pit Bull,1,1,M,F,F
PIT MIX,BEAGLE / PIT BULL MIX,6,6,N,F,F
JACK RUSS TERR,Jack Russ,6,6,N,F,F
UNKNOWN,UNKNOWN,U,U,U,F,T
HAVANESE,Havanese,2,2,F,F,F
UNKNOWN,UNKNOWN,U,U,U,F,T
GOLDEN RETR,Golden Retriever,6,6,N,F,F
MIX,MIXED BREED,4,4,M,F,F
MIX,MINI SCHNAUZER MIX,6,6,M,F,F
MIX,MIXED BREED,3,3,S,F,F
PIT MIX,Pit Bull,8M,0.67,M,F,F
PIT MIX,Pit Bull,U,U,U,F,F
UNKNOWN,UNKNOWN,U,U,U,F,T
PIT MIX,Pit Bull,U,U,U,F,F
BULLDOG,BULLY,4,4,S,F,F
SIBERIAN HUSKY,Siberian Husky,5,5,M,F,F
DACHSHUND,Dachshund Smooth Coat,11,11,N,F,F
CHIHUAHUA,Chihuahua,U,U,U,F,F
BULL TERRIER,Staffordshire Bull Terrier,1,1,F,F,F
MIX,Mixed/Other,U,U,U,F,F
LABRADOR RETR,Labrador Retriever,11,11,N,F,F
MIX,MIXED BREED,3,3,M,F,F
PIT MIX,Pit Bull,U,U,U,F,F
MIX,MIXED,5,5,N,F,F
MIX,MIXED BREED,U,U,U,F,F
UNKNOWN,UNKNOWN,U,U,U,F,T
BULLDOG,Bull dog,U,U,U,F,F
MIX,HUSKY/CHOW MIX,10,10,N,F,F
PIT MIX,Pit Bull,4,4,N,F,F
MIX,MIXED,3,3,M,F,F
UNKNOWN,SMALL,5,5,M,F,F
MIX,BOXER MIX,4,4,N,F,F
MIX,MIXED BREED,9,9,F,F,F
MIX,MIXED BREED,9,9,F,F,F
MIX,MIXED BREED,9,9,F,F,F
MIX,MIXED BREED,9,9,F,F,F
MIX,MIXED,8,8,F,F,F
SHIH TZU,Shih Tzu,14,14,N,F,F
MIX,MIXED,10,10,F,F,F
MIX,Labrador Retriever Crossbreed,9M,0.75,N,F,F
DACHSHUND,Dachshund Smooth Coat,8,8,N,F,F
UNKNOWN,UNKNOWN,U,U,U,F,T
SC WHEAT TERR,Wheaton Terrier,3,3,N,F,F
MIX,MIXED BREED,6,6,F,F,F
SIBERIAN HUSKY,Siberian Husky,1,1,N,F,F
MIX,MIXED BREED,3,3,S,F,F
RHOD RIDGEBACK,Rhodesian Ridgeback,U,U,U,F,F
MIX,POMERANIAN MIX,4,4,N,F,F
PIT MIX,American Pit Bull Mix / Pit Bull Mix,2,2,M,F,F
BULLDOG,Bull dog,1,1,F,F,F
FRENCH BULLDOG,"Bull Dog, French",5,5,N,F,F
PIT MIX,Pit Bull,U,U,U,F,F
POODLE STND,"Poodle, Standard",U,U,U,F,F
PIT MIX,Pit Bull,2,2,M,F,F
UNKNOWN,UNKNOWN,U,U,U,F,T
MIX,MIXED BREED,1,1,M,F,F
UNKNOWN,UNKNOWN,U,U,U,F,T
POODLE STND,"Poodle, Standard",U,U,U,F,F
POMERANIAN,Pomeranian,5,5,F,F,F
PIT MIX,American Pit Bull Terrier/Pit Bull,11,11,M,F,F
POODLE STND,"Poodle, Standard",7mons,0.58,F,F,F
MIX,Mixed/Other,U,U,U,F,F
BELG MALINOIS,Belgian Malinois,U,U,U,F,F
UNKNOWN,UNKNOWN,U,U,U,F,T
ROTTWEILER,Rottweiler,3,3,F,F,F
DACHSHUND,Dachshund Smooth Coat,4,4,N,F,F
TERRIER,TERRIER,U,U,U,F,F
CAIRN TERRIER,Cairn Terrier,6,6,N,F,F
UNKNOWN,UNKNOWN,U,U,U,F,T
PIT MIX,Pit Bull,U,U,U,F,F
UNKNOWN,UNKNOWN,U,U,U,F,T
PIT MIX,Pit Bull,U,U,U,F,F
,,U,U,U,F,T
UNKNOWN,UNKNOWN,U,U,U,F,T
SHARPEI,"Shar-Pei, Chinese",1,1,M,F,F
MIX,GOLDEN DOODLE,8,8,N,F,F
MIX,MIXED BREED,10M,0.83,M,F,F
MIX,BEAGLE/ENGLISH BULL,2,2,N,F,F
GERM SHEPHERD,German Shepherd,U,U,U,F,F
SHIBA INU,Shiba Inu,2,2,S,F,F
UNKNOWN,UNKNOWN,U,U,U,F,T
MIX,MIXED,9,9,F,F,F
MIX,MIXED BREED,U,U,U,F,F
SHARPEI,"Shar-Pei, Chinese",U,U,U,F,F
MIX,MIXED BREED,5,5,N,F,F
UNKNOWN,UNKNOWN,U,U,U,F,T
HAVANESE,Havanese,8,8,N,F,F
